Ticker,Preço,Market Cap,FCO,Adjusted FCO,Capex,Capex (Raw),Depreciação,Ajuste Expansão,Juros,Impostos,Arrendamentos,FCF,FCF Yield,Rev Growth 5Y,Setor,Status
EGIE3.SA,37.42,42747531264,3345511000.0,3345511000.0,-1752248000.0,-1752248000.0,1392171000.0,False,2338885000.0,768600000.0,126384000.0,-1640606000.0,-0.0383789648545539,0.026010609725442668,Utilities,🔴 Caro
TGT,130.18,58952736768,6562000000.0,6562000000.0,-3727000000.0,-3727000000.0,3134000000.0,False,445000000.0,1062000000.0,3834000000.0,-2506000000.0,-0.04250862873189419,-0.013437328806924498,Consumer Defensive,🔴 Caro
EQIX,1103.97,108877365248,3911000000.0,3911000000.0,-4311000000.0,-4311000000.0,2066000000.0,False,527000000.0,160000000.0,3814000000.0,-4901000000.0,-0.04501394747050079,0.08265773019010236,Real Estate,🔴 Caro
VIVT3.SA,41.01,131051806720,20717402000.0,20717402000.0,-9457557000.0,-9457557000.0,14944404000.0,False,792803000.0,1093400000.0,15432854000.0,-6059212000.0,-0.04623524201345707,0.07448108235392281,Communication Services,🔴 Caro
MCD,306.94,218181435392,10551000000.0,10551000000.0,-3365000000.0,-3365000000.0,2199000000.0,False,1582000000.0,2334000000.0,14841000000.0,-11571000000.0,-0.053033843045402713,0.050637859467043134,Consumer Cyclical,🔴 Caro
FLRY3.SA,16.68,9067664384,2133775000.0,2133775000.0,-506070000.0,-506070000.0,900311000.0,False,723731000.0,156536000.0,1240974000.0,-493536000.0,-0.054428128247760256,0.22931134532154007,Healthcare,🔴 Caro
UGPA3.SA,29.87,31924080640,5452502000.0,5452502000.0,-2005243000.0,-2005243000.0,1586163000.0,False,2407496000.0,1063689000.0,1739633000.0,-1763559000.0,-0.05524227995434609,-0.002944740710881466,Energy,🔴 Caro
AXIA3.SA,63.93,145541857280,14509829000.0,14509829000.0,-2508723000.0,-2508723000.0,4576919000.0,False,6015871000.0,13539607000.0,488605000.0,-8042977000.0,-0.05526229464370897,0.06604809112606658,Utilities,🔴 Caro
PETR3.SA,51.74,666863075328,36047000000.0,36047000000.0,-19521000000.0,-19521000000.0,15147000000.0,False,4096000000.0,7075000000.0,43352000000.0,-37997000000.0,-0.05697871333078531,-0.10514235108626313,Energy,🔴 Caro
PETR4.SA,47.02,642457141248,36047000000.0,36047000000.0,-19521000000.0,-19521000000.0,15147000000.0,False,4096000000.0,7075000000.0,43352000000.0,-37997000000.0,-0.05914324483371643,-0.10514235108626313,Energy,🔴 Caro
AEP,133.28,72446140416,6944000000.0,6944000000.0,-8583000000.0,-8583000000.0,3489000000.0,False,2026000000.0,129000000.0,678000000.0,-4472000000.0,-0.061728616242644474,0.036603082441915236,Utilities,🔴 Caro
GGBR4.SA,21.44,42182664192,7987454000.0,7987454000.0,-6852841000.0,-6852841000.0,3683585000.0,False,1357148000.0,1106009000.0,1389161000.0,-2717705000.0,-0.06442705912623263,-0.0535973125019793,Basic Materials,🔴 Caro
AMT,181.66,84720787456,5464000000.0,5464000000.0,-1680400000.0,-1680400000.0,2041600000.0,False,1359400000.0,415700000.0,7743600000.0,-5735100000.0,-0.06769413000296465,0.03340295998443743,Real Estate,🔴 Caro
LREN3.SA,15.15,14891849728,2801957000.0,2801957000.0,-799970000.0,-799970000.0,1290958000.0,False,253979000.0,257110000.0,2505491000.0,-1014593000.0,-0.06813075732911397,0.06052112152972322,Consumer Cyclical,🔴 Caro
DUK,127.86,99502784512,12330000000.0,12330000000.0,-14024000000.0,-14024000000.0,7704000000.0,False,3634000000.0,642000000.0,1033000000.0,-7003000000.0,-0.07037993996193585,0.03867971409471327,Utilities,🔴 Caro
APD,296.15,65939574784,3256800000.0,3256800000.0,-7022600000.0,-7022600000.0,1564200000.0,False,214000000.0,94300000.0,707800000.0,-4781900000.0,-0.07251942427084487,-0.01766923192508929,Basic Materials,🔴 Caro
UNIP6.SA,62.25,6948478976,1109123000.0,1109123000.0,-1075968000.0,-1075968000.0,316150000.0,False,385290000.0,166976000.0,10726000.0,-529837000.0,-0.07625222754937497,-0.10900178640452762,Basic Materials,🔴 Caro
SO,93.51,105414205440,9802000000.0,9802000000.0,-12737000000.0,-12737000000.0,6030000000.0,False,3238000000.0,828000000.0,1484000000.0,-8485000000.0,-0.0804919978724264,0.003109733900695355,Utilities,🔴 Caro
SBUX,98.95,112733724672,4747500000.0,4747500000.0,-2305500000.0,-2305500000.0,1771500000.0,False,542600000.0,650600000.0,10536700000.0,-9287900000.0,-0.08238794581677529,0.048597955054982656,Consumer Cyclical,🔴 Caro
CCI,87.56,38208323584,3057000000.0,3057000000.0,-182000000.0,-182000000.0,690000000.0,False,941000000.0,16000000.0,5229000000.0,-3311000000.0,-0.08665651066110903,-0.15173892561897784,Real Estate,🔴 Caro
USB,57.0,88635006976,7970000000.0,7970000000.0,0.0,0.0,875000000.0,False,14321000000.0,1921000000.0,0.0,-8272000000.0,-0.09332655665317245,0.05675735260226378,Financial Services,🔴 Caro
NATU3.SA,10.18,13989159936,-114984000.0,-114984000.0,-379474000.0,-379474000.0,813932000.0,False,468151000.0,20070000.0,557041000.0,-1539720000.0,-0.11006522243252449,0.18655230174306303,Consumer Defensive,🔴 Caro
TIMS3.SA,26.85,64135749632,13440069000.0,13440069000.0,-4541495000.0,-4541495000.0,7077687000.0,False,2289334000.0,248027000.0,13764868000.0,-7403655000.0,-0.1154372567948595,0.07335065630428295,Communication Services,🔴 Caro
POSI3.SA,4.68,651506240,297712000.0,297712000.0,-146797000.0,-146797000.0,82612000.0,False,199375000.0,7965000.0,23075000.0,-79500000.0,-0.12202492488790284,-0.11195388034051434,Technology,🔴 Caro
RENT3.SA,51.98,54817185792,2146418000.0,2146418000.0,-128752000.0,-128752000.0,5941749000.0,False,6199437000.0,1327398000.0,1304950000.0,-6814119000.0,-0.12430625362373947,0.32939899908526327,Industrials,🔴 Caro
ENEV3.SA,27.29,52282327040,5135586000.0,5135586000.0,-5659139000.0,-5659139000.0,2793602000.0,False,1296976000.0,740350000.0,4087599000.0,-6648478000.0,-0.12716492123453885,0.4430400318058705,Utilities,🔴 Caro
BRSR6.SA,16.1,6584488960,15096357000.0,15096357000.0,-291030000.0,-291030000.0,407380000.0,False,15349812000.0,298830000.0,0.0,-843315000.0,-0.1280759987788027,0.07135175001457483,Financial Services,🔴 Caro
MRVE3.SA,7.67,4316870656,541982000.0,541982000.0,-300015000.0,-300015000.0,251608000.0,False,615871000.0,202239000.0,14000.0,-576157000.0,-0.13346635697764117,0.17956105859500293,Real Estate,🔴 Caro
RDOR3.SA,39.44,86867214336,-2103328000.0,-2103328000.0,-212263000.0,-212263000.0,892097000.0,False,5286372000.0,1093037000.0,3724444000.0,-12419444000.0,-0.14297044166700146,0.34334846666508323,Healthcare,🔴 Caro
RADL3.SA,23.36,40845807616,1509470000.0,1509470000.0,-1402977000.0,-1402977000.0,1048929000.0,False,1066003000.0,147812000.0,4966312000.0,-6073634000.0,-0.14869663141685205,0.1503692506450247,Healthcare,🔴 Caro
USIM5.SA,7.27,8948953088,2179444000.0,2179444000.0,-1170861000.0,-1170861000.0,1274791000.0,False,911357000.0,1429279000.0,104456000.0,-1436509000.0,-0.1605225757553999,-0.06827541535890946,Basic Materials,🔴 Caro
FDX,393.76,93953794048,7036000000.0,7036000000.0,-4055000000.0,-4055000000.0,4264000000.0,False,789000000.0,1349000000.0,16837000000.0,-15994000000.0,-0.1702326144682229,-0.020322071995889424,Industrials,🔴 Caro
CYRE3.SA,27.77,10173452288,-358387000.0,-358387000.0,-632460000.0,-632460000.0,79338000.0,False,624722000.0,148031000.0,0.0,-1763600000.0,-0.17335314995090093,0.20303103959208912,Consumer Cyclical,🔴 Caro
DOW,36.77,26460405760,1032000000.0,1032000000.0,-2479000000.0,-2479000000.0,2834000000.0,False,865000000.0,67000000.0,2563000000.0,-4942000000.0,-0.18676962268926295,-0.11108214737616817,Basic Materials,🔴 Caro
D,62.22,54689185792,5361000000.0,5361000000.0,-12641000000.0,-12641000000.0,2684000000.0,False,2022000000.0,532000000.0,436000000.0,-10270000000.0,-0.18778849696281835,0.05798731389635825,Utilities,🔴 Caro
BAC,53.95,385510998016,12613000000.0,12613000000.0,0.0,0.0,2314000000.0,False,78470000000.0,7186000000.0,0.0,-73043000000.0,-0.18947059973881333,0.06003133969580876,Financial Services,🔴 Caro
AURE3.SA,14.61,15260553216,1394795000.0,1394795000.0,-970265000.0,-970265000.0,1550238000.0,False,2887247000.0,440061000.0,164070000.0,-3066848000.0,-0.20096571576347236,0.33681492275065694,Utilities,🔴 Caro
MOTV3.SA,17.45,35090649088,5747434000.0,5747434000.0,-9632676000.0,-9632676000.0,1532081000.0,False,2447227000.0,997907000.0,26918000.0,-7357294000.0,-0.20966537214941358,-0.005786228095103763,Industrials,🔴 Caro
GOAU4.SA,9.45,12520379392,7983723000.0,7983723000.0,-6852841000.0,-6852841000.0,3683585000.0,False,1274472000.0,1106045000.0,1389161000.0,-2638796000.0,-0.2107600670380708,-0.0535973125019793,Basic Materials,🔴 Caro
RAIL3.SA,16.47,30565255168,7141811000.0,7141811000.0,-6096341000.0,-6096341000.0,2213331000.0,False,3214809000.0,689357000.0,4145148000.0,-7003844000.0,-0.22914397283791066,0.12057120928716492,Industrials,🔴 Caro
SUZB3.SA,47.8,59085430784,18152175000.0,18152175000.0,-12574801000.0,-12574801000.0,11297258000.0,False,6146926000.0,6973487000.0,6929890000.0,-14472929000.0,-0.24494919996283054,0.001901043550497361,Basic Materials,🔴 Caro
MS,190.7,302804926464,-17889000000.0,-17889000000.0,-2898000000.0,-2898000000.0,4658000000.0,False,49017000000.0,4929000000.0,0.0,-74733000000.0,-0.24680245751842114,0.09524171431647233,Financial Services,🔴 Caro
WFC,81.97,252054044672,-19001000000.0,-19001000000.0,0.0,0.0,7713000000.0,False,39830000000.0,3841000000.0,16000000.0,-62688000000.0,-0.2487085659806666,0.04018692169368365,Financial Services,🔴 Caro
PRIO3.SA,61.63,49908805632,8171569000.0,8171569000.0,-17195029000.0,-17195029000.0,5855918000.0,False,1394912000.0,2484092000.0,644854000.0,-13547318000.0,-0.2714414386088589,0.34791082416969377,Energy,🔴 Caro
IRBR3.SA,58.3,4758614528,250920000.0,250920000.0,-40495000.0,-40495000.0,85066000.0,False,1376956000.0,211616000.0,21550000.0,-1399697000.0,-0.29413960550157847,-0.14473927770226214,Financial Services,🔴 Caro
JPM,316.99,854932258816,-147782000000.0,-147782000000.0,0.0,0.0,8821000000.0,False,97898000000.0,15547000000.0,0.0,-261227000000.0,-0.30555286375762053,0.12497052294076494,Financial Services,🔴 Caro
ITUB4.SA,46.37,511060410368,34466000000.0,34466000000.0,-7115000000.0,-7115000000.0,7386000000.0,False,219338000000.0,4401000000.0,3275000000.0,-199663000000.0,-0.3906837546978612,0.06609287527841978,Financial Services,🔴 Caro
MOVI3.SA,14.43,4960724480,1390409000.0,1390409000.0,-244502000.0,-244502000.0,2430030000.0,False,2307565000.0,29237000.0,759324000.0,-1950219000.0,-0.3931318918965643,0.16412818374336569,Industrials,🔴 Caro
GS,941.74,279464083456,-45154000000.0,-45154000000.0,-2064000000.0,-2064000000.0,2182000000.0,False,66814000000.0,4676000000.0,2170000000.0,-120878000000.0,-0.4325350095266591,0.07158868405111818,Financial Services,🔴 Caro
BPAC11.SA,64.13,214328573952,-24669200000.0,-24669200000.0,-1864079000.0,-1864079000.0,1142251000.0,False,64672341000.0,2775311000.0,0.0,-93980931000.0,-0.4384899748413738,0.20908904940205075,Financial Services,🔴 Caro
COGN3.SA,3.3,6585441280,1285616000.0,1285616000.0,-515606000.0,-515606000.0,915251000.0,False,901388000.0,7052000.0,2778487000.0,-2916917000.0,-0.44293417494415804,0.11921837835386029,Consumer Defensive,🔴 Caro
YDUQ3.SA,11.79,3107302912,1372642000.0,1372642000.0,-460532000.0,-460532000.0,815619000.0,False,735868000.0,40571000.0,1580772000.0,-1445101000.0,-0.4650660205734072,0.0654840672936603,Consumer Defensive,🔴 Caro
QUAL3.SA,2.02,573667392,286480000.0,286480000.0,-182187000.0,-182187000.0,300325000.0,False,257261000.0,102796000.0,19086000.0,-274850000.0,-0.4791103762090769,-0.09910072198581132,Healthcare,🔴 Caro
MATD3.SA,5.8,1925121152,224333000.0,224333000.0,-60920000.0,-60920000.0,111105000.0,False,271431000.0,55169000.0,776798000.0,-939985000.0,-0.48827316609318516,0.07253246220250364,Healthcare,🔴 Caro
SLCE3.SA,17.85,8868104192,1808281000.0,1808281000.0,-1523136000.0,-1523136000.0,716854000.0,False,1208463000.0,148468000.0,3417890000.0,-4489676000.0,-0.5062723557138828,0.008365120486843791,Consumer Defensive,🔴 Caro
BBAS3.SA,24.28,138599432192,159254089000.0,159254089000.0,-7366486000.0,-7366486000.0,5978276000.0,False,218451386000.0,11168302000.0,0.0,-77732085000.0,-0.5608398517269446,0.06079125321441681,Financial Services,🔴 Caro
CSAN3.SA,5.3,20770449408,13026784000.0,13026784000.0,-8459867000.0,-8459867000.0,3890832000.0,False,7736284000.0,2203116000.0,6412800000.0,-11785283000.0,-0.5674062591761134,0.009204042002940893,Energy,🔴 Caro
HAPV3.SA,12.38,5881244672,2088566000.0,2088566000.0,-292837000.0,-292837000.0,1562229000.0,False,2718592000.0,91672000.0,2585894000.0,-3600429000.0,-0.6121882697962341,0.09962384207303487,Financial Services,🔴 Caro
VAMO3.SA,4.57,4891921920,-874643000.0,-874643000.0,-39817000.0,-39817000.0,1037831000.0,False,2284612000.0,104701000.0,91553000.0,-3395326000.0,-0.6940679053193065,0.05415398162371532,Industrials,🔴 Caro
C,133.05,232746909696,-67632000000.0,-67632000000.0,-6520000000.0,-6520000000.0,4373000000.0,False,83072000000.0,5373000000.0,0.0,-162597000000.0,-0.6986000381804184,0.04589654681078592,Financial Services,🔴 Caro
CASH3.SA,4.43,501591584,40682000.0,40682000.0,-360136000.0,-360136000.0,17668000.0,False,122000.0,31805000.0,226000.0,-351607000.0,-0.700982654445813,0.12861393470532767,Communication Services,🔴 Caro
SMTO3.SA,16.49,5322531328,2689537000.0,2689537000.0,-2783724000.0,-2783724000.0,1185212000.0,False,761688000.0,53957000.0,2830453000.0,-3740285000.0,-0.7027267233400115,0.07782430492118864,Basic Materials,🔴 Caro
ECOR3.SA,10.01,6963168768,4808677000.0,4808677000.0,-6583185000.0,-6583185000.0,1358267000.0,False,1980630000.0,925734000.0,293224000.0,-4974096000.0,-0.7143437371299974,0.23872534513056043,Industrials,🔴 Caro
SANB11.SA,31.6,149165309952,4992175000.0,4992175000.0,-3655909000.0,-3655909000.0,2625783000.0,False,104860321000.0,3763871000.0,0.0,-107287926000.0,-0.7192552077592589,0.02637426438235546,Financial Services,🔴 Caro
BBDC4.SA,21.03,222302076928,49767703000.0,49767703000.0,-11630468000.0,-11630468000.0,7063267000.0,False,193843753000.0,2900052000.0,3247389000.0,-161853959000.0,-0.7280811823113189,0.02673977457479859,Financial Services,🔴 Caro
ASAI3.SA,9.55,12813711360,4932000000.0,4932000000.0,-1689000000.0,-1689000000.0,1640000000.0,False,3004000000.0,166000000.0,9644000000.0,-9571000000.0,-0.7469342590217359,0.20779053462072694,Consumer Defensive,🔴 Caro
ABCB4.SA,26.21,6341128704,437650000.0,437650000.0,-81447000.0,-81447000.0,60614000.0,False,5504201000.0,15965000.0,0.0,-5163963000.0,-0.8143602252927873,0.0791110436926088,Financial Services,🔴 Caro
DASA3.SA,3.27,4086855936,-36349000.0,-36349000.0,-290297000.0,-290297000.0,1123304000.0,False,1527995000.0,521956000.0,1207404000.0,-3584001000.0,-0.8769579980614223,-0.052426195451380386,Healthcare,🔴 Caro
CSNA3.SA,6.82,9043960832,-973179000.0,-973179000.0,-5935897000.0,-5935897000.0,4150475000.0,False,5349706000.0,172792000.0,1093739000.0,-13525313000.0,-1.495507693061181,0.0032640949315481116,Basic Materials,🔴 Caro
BMGB4.SA,5.59,3609364480,-1226530000.0,-1226530000.0,-319873000.0,-319873000.0,180247000.0,False,5249674000.0,243591000.0,0.0,-7039668000.0,-1.9503898924610683,0.3023061237712057,Financial Services,🔴 Caro
SIMH3.SA,12.85,5591106048,-781548000.0,-781548000.0,-1162645000.0,-1162645000.0,4882131000.0,False,7544065000.0,38864000.0,2404754000.0,-11931876000.0,-2.134081503295428,0.2181310575249078,Industrials,🔴 Caro
AMER3.SA,6.94,1389700096,561000000.0,561000000.0,-205000000.0,-205000000.0,808000000.0,False,877000000.0,69000000.0,3583000000.0,-4173000000.0,-3.0028061536523056,-0.21890680631816417,Consumer Cyclical,🔴 Caro
BRKM5.SA,8.98,7156775936,-4200000000.0,-4200000000.0,-3132000000.0,-3132000000.0,4673000000.0,False,5250000000.0,8116000000.0,4151000000.0,-24849000000.0,-3.472094169527456,-0.09849043639394706,Basic Materials,🔴 Caro
